緯度情報,経度情報,愛工大からの距離,データ名
34.8786473489,137.0419023978,144.3157075810,神明社の大シイ
35.0752633901,137.2397303581,144.3163203496,巴川（ともえがわ）おう穴
35.0752546096,137.2398269176,144.3163948418,【豊田加茂】巴川おう穴
34.9223897621,137.0872052989,144.3167087773,ＪＡあいち中央　産直センター安城桜井
35.0154026416,137.1811723709,144.3172582265,おかざき自然体験の森
35.0066047210,137.1724077668,144.3172883965,岩津第一号古墳
35.0153762809,137.1812045574,144.3172996236,おかざき自然体験の森
35.0711189092,137.2370910645,144.3173843216,【豊田加茂】天下峯
35.0712242800,137.2372734547,144.3174387944,天下峯
34.9290754226,137.0963934746,144.3184629815,二子古墳
35.0030167045,137.1750588245,144.3217004701,信光明寺観音堂
34.8821658371,137.0551070067,144.3225353968,愛知県立西尾高等学校通用門門柱（旧愛知県西尾中学校正門）
35.0535201274,137.2274211716,144.3229910701,松平氏遺跡
34.9998641600,137.1737424846,144.3230007300,愛知県立岩津高等学校正門旧門柱（旧岩津町立愛知県岩津農商学校正門）
35.0558650559,137.2310721874,144.3239143534,滝川ふれあい工房
35.0557596654,137.2310721874,144.3239888793,滝川ふれあい工房
35.0675186597,137.2429060936,144.3240420277,王滝渓谷
34.9485422749,137.1240767394,144.3242324434,妙源寺柳堂
34.8725681782,137.0485212350,144.3246857109,愛知県立鶴城丘高等学校正門門柱（旧愛知県蚕糸学校正門）
35.1297269704,137.3067010254,144.3251975386,足助のヒメハルゼミ
35.1344263582,137.3119653213,144.3256019925,足助八幡宮本殿
34.7203032245,136.8970738734,144.3258185651,【知多】西方寺
35.1358120877,137.3140417875,144.3260922361,中馬街道
35.1356856616,137.3140597343,144.3261942655,中馬街道
34.7274959263,136.9057287114,144.3268155984,【知多】天龍寺
34.8741692014,137.0531886347,144.3268458795,西尾市岩瀬文庫書庫、西尾市立図書館おもちゃ館
34.8743703005,137.0538586378,144.3271763317,西尾市岩瀬文庫
34.9155075460,137.0954857290,144.3274289905,姫小川古墳
34.9838876795,137.1642350405,144.3275869993,大樹寺多宝塔
35.1334833704,137.3144030571,144.3279933047,カタクリ
35.1372849661,137.3184997903,144.3282062499,中馬館
35.1372849661,137.3184997903,144.3282062499,中馬館
35.1373297910,137.3186974014,144.3283144199,旧稲橋銀行足助支店
35.1357734011,137.3171710968,144.3283340058,旧鈴木家住宅（愛知県豊田市足助町） 
34.9839508007,137.1654179928,144.3283782016,大樹寺伽藍
34.8666901793,137.0480597019,144.3285240376,西尾市歴史公園
35.1314521206,137.3131692410,144.3285554808,香嵐渓
35.1311230797,137.3129868507,144.3286589164,花もみじ
34.7516728835,136.9328047758,144.3287523554,阿奈志神社のほるとのき
34.8377490167,137.0196825914,144.3290043671,枯木宮貝塚
35.1304562194,137.3130834103,144.3291984444,【豊田加茂】香嵐渓グリーンファーム
35.1343120817,137.3169689732,144.3292234945,飯盛城址
35.1297937409,137.3139524460,144.3302814936,三州足助屋敷
35.1296489602,137.3139417171,144.3303762033,三州足助屋敷
34.9004642847,137.0852021187,144.3308207259,本證寺本堂
34.9001487054,137.0851148932,144.3309826302,本證寺のイブキ
34.8658495036,137.0507097244,144.3309899428,【西三河】尚古荘
34.9002480156,137.0853336381,144.3310667404,本證寺境内
34.8659546184,137.0510780245,144.3311754199,抹茶ラボ　西尾伝想茶屋店 
35.1391050556,137.3261740012,144.3323511342,今朝平遺跡
34.8690565663,137.0566313803,144.3328975773,【西三河】義倉蔵（ぎそうぐら）
35.1976587826,137.3855566978,144.3330303705,押井磨崖仏（おしいまがいぶつ）
35.1975886444,137.3855352402,144.3330647018,【豊田加茂】押井磨崖物
35.2181277697,137.4069768190,144.3337475750,旭高原元気村
35.2179217906,137.4069553614,144.3338777924,旭高原元気村
34.7495114457,136.9387435913,144.3344720904,知多半島の潮干狩り （矢梨潮干狩り場）
34.7495114457,136.9387865067,144.3345023456,【知多】潮干狩り（矢梨）
35.1343695585,137.3253250122,144.3350960975,城跡公園足助城
34.9730063066,137.1649417136,144.3357863905,淇?庵並水屋
34.9717808506,137.1645639481,144.3363866828,伊賀八幡宮
35.2052264592,137.3985156783,144.3368637147,八幡のサクライソウ及びツクバネ自生地
35.1388892076,137.3325165392,144.3369922599,百年草
34.9582037481,137.1523004602,144.3373310369,八丁蔵通り
34.9576718384,137.1519939591,144.3374909661,八丁味噌本社事務所
34.7473780993,136.9427669048,144.3388215114,【知多】潮干狩り（久方）
35.1887007198,137.3852150737,144.3391140185,伊熊神社の社叢
34.7466970521,136.9426593749,144.3392287049,知多半島の潮干狩り （乙方海岸）
34.9871853864,137.1870953355,144.3414075788,おかざき農遊館
34.8768571841,137.0765616874,144.3414402649,西尾のヒメタイコウチ（生息地）
34.8752515422,137.0752398401,144.3416444312,八ツ面山（やつおもてやま）
34.9868878793,137.1872157522,144.3417031706,【西三河】おかざき農遊館
34.8751378522,137.0753228310,144.3417835421,【西三河】八ツ面山（やつおもてやま）
34.9221193255,137.1227332082,144.3419891239,本光寺
34.9575462763,137.1590127809,144.3425384284,岡崎公園
34.8748468755,137.0765857585,144.3428811535,久麻久神社本殿
35.1972379013,137.3994483940,144.3431645763,つくば工房
34.9567598770,137.1597522497,144.3436174089,岡崎公園
35.2238730608,137.4282360077,144.3447495484,奥矢作湖
35.2238336209,137.4283325672,144.3448457848,【豊田加茂】奧矢作湖
34.9646407134,137.1700074113,144.3452855752,旧愛知県岡崎師範学校武道場
34.9458353203,137.1513829685,144.3454369314,真宮遺跡
35.0345426483,137.2403311729,144.3455393136,二畳ケ滝
35.0344152681,137.2402882576,144.3455990521,二畳ケ滝
34.7417050690,136.9470208883,144.3458439230,知多半島の潮干狩り （山田海岸）
34.7417094771,136.9470423460,144.3458559244,【知多】潮干狩り（山田）
34.7270792453,136.9325683219,144.3460291114,国営農地開発事業南知多地区
34.8767807443,137.0831361339,144.3461354970,道の駅にしお岡ノ山
34.9617287913,137.1687667901,144.3464697202,旧石原家住宅
35.0098486809,137.2171333649,144.3466048104,【西三河】駒立ぶどう狩り園
35.2137188265,137.4216699600,144.3472666615,黒谷渓谷
35.2136749988,137.4216377735,144.3472748038,【豊田加茂】黒谷渓谷
35.0505242391,137.2604698546,144.3484783803,松平氏遺跡
35.0507051485,137.2607964277,144.3485814061,松平郷・散策道
34.9578980879,137.1679368448,144.3485942928,岡崎信用金庫資料館（旧岡崎銀行本店）
35.0505821851,137.2607105970,144.3486076521,松平郷・散策道
34.7101017648,136.9209069014,144.3498527067,【知多】影向寺
35.0505574467,137.2640874050,144.3510131003,松平氏遺跡
34.9160812866,137.1295773983,144.3510975270,【西三河】ふれあいドーム岡崎
34.9160944829,137.1296525002,144.3511412241,ふれあいドーム岡崎
34.9564543131,137.1703013778,144.3512866294,善立寺
34.9574588184,137.1727754869,144.3523237721,日本福音ルーテル岡崎協会教会堂
34.9841460852,137.1995294094,144.3523450825,滝山寺三門
34.8361201742,137.0515434496,144.3526407170,西尾市憩の農園
34.8357457120,137.0512842669,144.3527231297,西尾市憩の農園
34.8359361035,137.0515573025,144.3527809109,【西三河】西尾市憩の農園・バラ園
35.1967861887,137.4136025695,144.3535070623,東海自然歩道
35.0460867585,137.2633586339,144.3536587545,松平氏遺跡
34.9881995242,137.2056185390,144.3537807491,滝山寺本堂
34.9882444956,137.2059362219,144.3539734565,滝山東照宮
34.9494331788,137.1684950973,144.3549794101,六所神社
34.7949509714,137.0141029358,144.3553992998,一色さかな広場
34.7945782753,137.0140547403,144.3556294666,一色さかな広場、さかな村
34.7941932636,137.0140600204,144.3559060857,うなぎ処　いっしき 
34.8057079081,137.0274871588,144.3572173213,一色地域文化広場「学びの館」
34.8056858847,137.0274925232,144.3572367141,一色地域文化広場「一色学びの館」
34.8056021957,137.0276641846,144.3574171325,【西三河】一色学びの館
34.9535525891,137.1761596525,144.3574791591,旧額田郡公会堂及物産陳列所
35.0618984405,137.2854030132,144.3580701222,焙烙山（ほうろくさん）
34.9463627168,137.1698470121,144.3581075693,愛知県立岡崎高等学校正門門柱（旧愛知県立第二中学校正門）
35.0617703839,137.2857320173,144.3583933484,六所山（ろくしょさん）
34.7048059976,136.9295308429,144.3596877231,豊浜鯛まつり（南知多町）
34.7047613418,136.9296562672,144.3598078021,【知多】豊浜鯛まつり
34.7948628662,137.0216667652,144.3607974960,うなぎ割烹　みかわ三水亭
34.8303264057,137.0595073700,144.3623657882,【西三河】天竹神社の棉祖神
35.2547311524,137.4858283997,144.3637760265,押川大滝
35.2546785858,137.4858444929,144.3638245202,押川大滝
34.7065694509,136.9378960133,144.3643327681,豊浜魚ひろば
34.7065353850,136.9381718189,144.3645513334,豊浜魚ひろば（南知多町）
34.8516041923,137.0863438767,144.3662326389,西尾のミカワギセル生息地
34.8431480106,137.0796775818,144.3675174508,赤馬の径
34.9527839462,137.1903833022,144.3680728507,旧本田家住宅主屋
34.8456079408,137.0843923534,144.3691026668,吉良八幡山古墳
34.9138959565,137.1532055889,144.3693326000,太夫塚古墳
34.8427767163,137.0836188185,144.3705622682,花岳寺本堂
34.9203541719,137.1627224137,144.3714831148,旧愛知県第二尋常中学校講堂
34.9076398583,137.1553733508,144.3752924411,八幡宮本殿（土呂）
34.9092718314,137.1589734902,144.3766799614,八幡宮本殿（上地）
34.8729522834,137.1231641053,144.3771067148,長圓寺肖影堂
34.9414160131,137.1936963415,144.3784582512,大平一里塚
34.8634110552,137.1159142256,144.3787448937,西尾いきものふれあいの里
34.7841661961,137.0372343063,144.3793609922,【西三河】鰻養殖ハウス群
35.1718020236,137.4289296687,144.3820010596,伊世賀美隧道
34.8066064585,137.0651131868,144.3831282689,尾崎士郎記念館、旧糟谷邸
34.8064142768,137.0651731298,144.3833067421,旧糟谷縫右衛門住宅
34.8095033138,137.0725143975,144.3862983592,国宝　金蓮寺弥陀堂
34.8094165674,137.0726931095,144.3864859343,国宝　金蓮寺弥陀堂
34.8093108597,137.0726931095,144.3865608324,【西三河】国宝金蓮寺（こんれんじ）弥陀堂
34.8548847207,137.1197175980,144.3874685279,平原（ひらはら）ゲンジボタルの里
35.1970626063,137.4633514881,144.3885480784,木材需要促進センター「モッキー」
35.1970713736,137.4635124207,144.3886558892,木材需要促進センター「モッキー」
34.9391935987,137.2067284584,144.3892389933,愛知県畜産総合センター
34.8004758250,137.0681530827,144.3896173608,西福寺鐘楼
35.1968697248,137.4649339914,144.3898052177,郷土資料館「ちゅーま」
35.1968521901,137.4649715424,144.3898441944,稲武郷土資料館「ちゅ～ま」
34.7754637834,137.0436110347,144.3900273614,三河湾に広がる一色干潟
35.1163499672,137.3852455616,144.3902348073,鼎（かなえ）工房
35.1161963864,137.3852401972,144.3903394992,鼎工房
34.8256016430,137.0954101170,144.3910515017,産直つのひら
34.7937256617,137.0651186322,144.3922594221,颯田家住宅主屋
34.7963853152,137.0691046628,144.3931873161,宝珠院
34.9357501379,137.2095564928,144.3936739303,神明宮第一号古墳
34.8483077908,137.1222066879,144.3938837489,平原（ひらはら）の滝
34.6969839139,136.9719700294,144.3951503285,羽豆神社の社叢
35.0374903988,137.3136129480,144.3952773435,昇匠 SHOW BAKERY(しょうべーかりー)
34.8561514782,137.1326984793,144.3957361267,道の駅　筆柿の里・幸田
35.2618170785,137.5397726279,144.3970100718,子持ち桂
35.2890951852,137.5676469581,144.3975333986,玄武岩
34.8044184803,137.0844551622,144.3983274931,岩場古墳
35.2504770987,137.5308965509,144.3987176566,大野瀬の子持桂
34.7853293279,137.0659661293,144.3988073198,【西三河】海苔養殖風景
34.7853821971,137.0664811134,144.3991332089,西尾市吉良町吉田沖の海苔粗朶
34.7864571977,137.0697212219,144.4006575572,潮干狩り（吉田海岸）
35.2844561380,137.5693720528,144.4020278711,亀甲苑（きっこうえん）
35.2143324115,137.5033271313,144.4046813195,稲武どんぐり工房
35.2137801852,137.5027853251,144.4046870940,どんぐり横丁
35.2142447567,137.5032520294,144.4046899583,稲武どんぐり工房
35.0093360902,137.3016802625,144.4067429595,下山小学校のヤマザクラ
35.2145121033,137.5079244375,144.4078120441,古橋懐古館
35.2145252515,137.5079941750,144.4078521810,古橋懐古館
35.0117951572,137.3068718794,144.4086756512,合資会社柴田酒造場
34.7899320047,137.0854748763,144.4093113215,正法寺古墳
35.2142579050,137.5098556280,144.4093598223,【豊田加茂】瑞龍寺しだれ桜
35.2142108926,137.5098318421,144.4093761410,瑞竜寺のシダレザクラ
35.2141299511,137.5097655972,144.4093863152,しだれ桜（瑞龍寺）
34.7071528390,137.0024582390,144.4094326928,日間賀島〔体験漁業〕（南知多町）
34.9157696166,137.2120967619,144.4096081831,藤川の松並木
34.7068164091,137.0025157928,144.4097118470,日間賀島教育旅行
35.0669425174,137.3635973055,144.4098217831,もみじ街道（加茂広域農道）
34.7034345655,136.9994963895,144.4099812135,干ダコ
35.1005691312,137.3990428448,144.4111482833,田之土里湿原
35.1004067430,137.3990964890,144.4113009648,田之士里湿原
35.2184170160,137.5170278549,144.4115074129,夏焼城ヶ山の花々
35.0768087358,137.3760187626,144.4116398161,三河高原
35.0768614176,137.3761796951,144.4117164767,三河高原
34.8775345658,137.1769773960,144.4118634368,幸田憩の農園
34.8775392025,137.1770479151,144.4119099597,幸田憩いの農園
35.2100372193,137.5098556280,144.4123380725,大井平公園
35.2100153045,137.5098556280,144.4123535365,【豊田加茂】大井平公園
35.2229550453,137.5253028944,144.4141696308,山里Cyafe（ちゃふぇ）
35.2090291311,137.5116419792,144.4143151774,名倉川遊歩道
34.9373013359,137.2445331941,144.4172925186,岡崎ゲンジボタル発生地
34.7267911200,137.0345842838,144.4181623053,「三河湾の黒真珠」佐久島
34.7260901025,137.0344179869,144.4185420165,佐久島弁天サロン
34.7924025486,137.1011321165,144.4186098474,三ヶ根みかん狩り
34.7259432097,137.0344032045,144.4186357324,弁天サロン
34.7781505756,137.0873656926,144.4189936255,幡頭神社境内社熊野社本殿
34.7781596404,137.0874421660,144.4190411628,幡頭神社本殿
34.7781777416,137.0875514088,144.4191054196,幡頭神社境内社神明社本殿
34.7259181540,137.0350778103,144.4191292612,黒壁の家並み
34.7252770361,137.0352777887,144.4197248222,大葉邸
34.7776100553,137.0912003517,144.4220824418,【西三河】西尾市吉良町宮崎海岸
34.7910918756,137.1047401428,144.4220846908,潮干狩り場(西幡豆・鳥羽海岸)
34.7777334283,137.0913720131,144.4221161501,西尾市吉良町宮崎海岸
34.7818434917,137.0967589436,144.4230051348,潮干狩り（宮崎東海岸）
34.8365932799,137.1559844165,144.4260275255,三河地震による地震断層
34.7247932342,137.0445917295,144.4266366014,【西三河】カモメの駐車場
34.7946090932,137.1154681414,144.4271640672,アグリプラザ幡豆店
34.6812170940,137.0031424243,144.4283081533,コウナゴの天日干し
34.7238637821,137.0460460146,144.4283211954,大浦海水浴場（佐久島）
34.7224213616,137.0460481092,144.4293452474,シーサイドプロムナード
34.7220974102,137.0466491045,144.4299987751,民宿千鳥
34.7216106363,137.0466934822,144.4303751633,佐久島民宿　魚増
34.7211509936,137.0468251681,144.4307938942,佐久島体験民宿ゆきや
34.7225592607,137.0487775804,144.4311725328,神明社本殿
34.7223821065,137.0486605167,144.4312155581,【西三河】佐久島八劔神社
34.7224240021,137.0487450164,144.4312454537,八劔神社本殿
34.7206829882,137.0476228893,144.4316882920,ごはん屋　海
35.0293341208,137.3575123187,144.4320952178,【豊田加茂】羽左の窪
34.7207016462,137.0482670504,144.4321293769,民宿　市兵衛
34.7164075181,137.0449912548,144.4328633666,「佐久島のお庭」
35.0276831284,137.3583413721,144.4338486189,羽佐の窪渓谷
34.7672108065,137.1002554893,144.4358407331,潮干狩り(梶島)
34.7165530298,137.0499587059,144.4362635559,佐久島
34.9859173015,137.3210442066,144.4369947440,日近の里・かおれ渓谷
34.9850558711,137.3209905624,144.4375659033,日近の里・かおれ渓谷
35.0669347018,137.4035167694,144.4380759097,【豊田加茂】保殿の七滝
35.0667459025,137.4039459229,144.4385130130,保殿の七滝（ほでんのななたき）
34.8579528943,137.1952110529,144.4386040253,不動ケ滝キャンプ場
34.9166677981,137.2582363899,144.4415750848,北山湿地
35.2024543357,137.5436353683,144.4416253882,面の木原生林
35.0423036827,137.3839795589,144.4416545486,手作り工房山遊里
35.2025979429,137.5439824347,144.4417700193,黒田ダム
34.8373318638,137.1821272373,144.4439639884,本光寺
34.8372440722,137.1822906561,144.4441415483,島原藩主深溝松平家墓所
34.8160054126,137.1614956856,144.4444986335,【西三河】三ヶ根山
34.8160665070,137.1617367796,144.4446255789,三ヶ根山
34.8551952273,137.2029419962,144.4460164421,遠望峰山（とぼねやま）
34.9482347590,137.2985416328,144.4477326829,寺野の大クス
35.0142914050,137.3669663897,144.4494153657,切山の大スギ
34.7885597373,137.1445277891,144.4519599799,三河湾観光漁船
34.7885597373,137.1445277891,144.4519599799,三河湾観光遊船
35.1997102970,137.5569713116,144.4530123036,【豊田加茂】オオキツネノカミソリ他
35.0378149343,137.3965537548,144.4537236162,香恋の館
35.0378149343,137.3966825008,144.4538147149,香恋の館
35.1160471935,137.4757003784,144.4544881613,段戸裏谷（だんとうらだに）原生林  きららの森
35.1728611698,137.5345158577,144.4560447585,道の駅「アグリステーションなぐら」
35.1728699397,137.5346231461,144.4561145865,道の駅アグリステーションなぐら
34.8358216237,137.1981668472,144.4563600302,【東三河】早春の西迫町
34.8360681954,137.1985530853,144.4564582150,早春の西迫町（にしばさまちょう）
35.0356757717,137.4013128628,144.4586026916,三河湖観光センター
34.7835141301,137.1493721008,144.4589534508,潮干狩り場(東幡豆海岸)
34.7922064503,137.1581214666,144.4589723663,愛知こどもの国
34.7923430177,137.1590709686,144.4595458980,【西三河】愛知こどもの国
34.9187337056,137.2872269154,144.4606022650,【西三河】はいらっせぬかた
34.8902039008,137.2610881890,144.4623153072,冨田家住宅
34.8049194662,137.1774977446,144.4636473373,双太山公園（そうだやま）
34.8046595870,137.1774172783,144.4637745714,【東三河】双太山公園
34.7850473581,137.1634483337,144.4678034609,三河湾の彼方に沈む夕日
34.7852235893,137.1640062332,144.4680724575,【西三河】三河湾の彼方に沈む夕日
35.0302160019,137.4106246233,144.4690496376,三河湖
35.0302687136,137.4107372761,144.4690921049,三河湖
34.8547966796,137.2407603264,144.4730113971,蒲郡オレンジパーク
34.8546205971,137.2407227755,144.4731095023,蒲郡オレンジパーク
34.8147545681,137.2010660200,144.4733237728,蒲郡海鮮市場
34.8460498936,137.2339167666,144.4743684407,清田の大クス
34.8458606218,137.2338400680,144.4744482413,清田の大クス
34.9242469281,137.3137172507,144.4754270717,天恩寺仏殿
34.9241836256,137.3138813176,144.4755878258,天恩寺山門
34.7851002275,137.1783828735,144.4783087167,【東三河】蒲サ食品
34.7956249730,137.1902650595,144.4792436197,ブルーブリッジ（形原漁港大橋）
34.7955641410,137.1903264509,144.4793300440,ブルーブリッジ
35.1508850960,137.5459715891,144.4796697975,八幡神社本殿
34.7807912585,137.1775674820,144.4807849959,西浦鮮魚マーケット
34.7805649072,137.1775711426,144.4809478993,西浦鮮魚マーケット
34.7914443119,137.1885108948,144.4809658492,【東三河】形原港晩市
35.1891453209,137.5912392139,144.4847525782,【新城設楽】面ノ木ビジターセンター
35.1887551357,137.5911962986,144.4849974094,面ノ木（めんのき）園地
35.0659515767,137.4712110114,144.4866859926,豊邦のアカガシ
34.9280664525,137.3338432678,144.4869536482,本宮山自然休養村　男川やな
34.8194757957,137.2252571583,144.4870644342,手織り三河木綿工房 手織場（てばたば）
34.8194330532,137.2254123190,144.4872042749,手織り三河木綿工房
35.1996664618,137.6055353880,144.4874645481,道の駅つぐ高原グリーンパーク
35.1994560523,137.6055407524,144.4876167619,道の駅「つぐ高原グリーンパーク」
34.9269703887,137.3338731196,144.4877499202,男川やな
34.9258415899,137.3368477821,144.4906512839,わんパーク
34.8218075551,137.2357991857,144.4928590390,ナチュラルキッチン　せさみ
34.8110726369,137.2316783667,144.4975485700,竹島
34.8110638281,137.2316998243,144.4975699605,竹島
34.8105679185,137.2320407101,144.4981617998,八百富神社社叢
34.6145969006,137.0403563976,144.5017934442,【東三河】西ノ浜海浜の森
34.6141465825,137.0403778553,144.5021279906,西ノ浜海浜の森
35.2276548269,137.6555585861,144.5031933350,茶臼山高原
35.2275759506,137.6555156708,144.5032185159,【新城設楽】茶臼山高原
35.2276460629,137.6558053494,144.5033745026,茶臼山高原
34.9473814038,137.3766946793,144.5035956941,ぬかた体験村
34.9474429631,137.3770809174,144.5038253198,カフェ柚子木
34.8155181993,137.2455006046,144.5041634169,三谷町北区山車蔵
34.9401258713,137.3710727692,144.5047498957,産地問屋宮ザキ園
35.0182113524,137.4492581583,144.5048707626,涼風の里
34.9018412141,137.3339080811,144.5055478326,岡崎市ホタル学校
34.6090869582,137.0407962799,144.5060118829,休暇村伊良湖キャンプ場
34.8305862039,137.2632426023,144.5060293489,とよおか湖公園（蒲郡調整池）
34.8304793654,137.2631824483,144.5060624769,とよおか湖公園
34.8552985126,137.2886967659,144.5065231018,宮路山（みやじさん）
34.8545413598,137.2887396812,144.5070892129,【東三河】宮路山（みやじさん）
34.6282092729,137.0621950791,144.5075337812,キャベツ畑
34.9224078308,137.3589609258,144.5087140932,【西三河】万足平の猪垣
34.5841375322,137.0199501514,144.5090194167,【東三河】「道の駅」伊良湖クリスタルポルト
34.5824857483,137.0184373856,144.5091253151,（日本の道百選） 渥美サイクリングロード
34.5839785384,137.0201647282,144.5092834363,道の駅「伊良湖クリスタルポルト」
34.5793940858,137.0162487030,144.5097765701,伊良湖岬灯台・恋路が浜・日出の石門
34.5793322514,137.0164418221,144.5099565300,伊良湖岬灯台 恋路ヶ浜 日出の石門（ひいのせきもん）
34.5889747074,137.0263139257,144.5100722636,伊良湖海水浴場
34.5809061141,137.0187955063,144.5104984489,渡り鳥
34.5855117675,137.0254040874,144.5118879077,キャベツ畑・菜の花畑
34.5886422307,137.0294076204,144.5124884248,【東三河】句碑・歌碑
35.2160065983,137.6582407951,144.5133083798,茶臼山の芝桜
34.8296703014,137.2733759880,144.5138360566,蒲郡さがらの森
34.8293840798,137.2733974457,144.5140537959,【東三河】蒲郡さがらの森
34.6473487816,137.0908999443,144.5142011174,潮干狩り場（小中山）
34.5863280300,137.0296867325,144.5143269476,宮山原始林
34.8311716341,137.2760623336,144.5146712150,ヒメハルゼミの棲息地
34.8759808158,137.3213650685,144.5149752631,黒門
35.1760239643,137.6224903589,144.5161595105,津具八幡宮の杉
34.7888572934,137.2364163963,144.5166233375,大島ナメクジウオ生息地
34.9981790912,137.4460670623,144.5167664527,ＭＩＬＫ工房スコット
34.9762565246,137.4251614800,144.5174668428,愛知東農業協同組合　 産地直売施設　勇気野菜館
34.9649032450,137.4139560960,144.5175641088,須山のイヌツゲ
35.0554083624,137.5043839216,144.5176176712,鳴沢（なるさわ）の滝
34.8571825602,137.3072361946,144.5182901802,【東三河】旧東海道赤坂宿
34.9634511859,137.4142911996,144.5188275073,須山のイヌツゲ
35.1719108061,137.6231809914,144.5195503686,鞍船遺跡
34.8573234218,137.3099935055,144.5201389794,グリーンセンター音羽（ぺったん工房）
35.1695222106,137.6216809768,144.5201720060,金龍寺のシダレザクラ
34.8572886860,137.3100764598,144.5202221774,グリーンセンター音羽（ぺったん工房）
35.0007363703,137.4550154182,144.5212917373,長の山湿原
35.0007449683,137.4551907355,144.5214097270,長ノ山（ながのやま）湿原
34.9631742579,137.4204897881,144.5234081146,つくで手作り村
34.9631856588,137.4206416785,144.5235075050,つくで手作り村（味彩館、山家市）
34.9628324571,137.4214180693,144.5243063756,つくで手作り村（勇気工房）
34.9637659513,137.4233373056,144.5250042811,歴史の小径（亀山城趾等）
34.9621364614,137.4223028926,144.5254242408,つくで手作り村（とんちん館）
34.8517592037,137.3121017218,144.5255657734,御油（ごゆ）の松並木
35.1682918681,137.6290338991,144.5262518173,大根平遺跡
34.5954064315,137.0563381697,144.5266709908,【東三河】伊良湖東大寺窯跡
34.8507947387,137.3127553473,144.5267100787,御油のマツ並木
34.5951719148,137.0562076559,144.5267453460,伊良湖東大寺瓦窯跡
34.9376984225,137.4000191689,144.5269371258,くらがり渓谷
35.2146348195,137.6767212152,144.5273806531,グリーンステージ花の木
35.2148448682,137.6776496004,144.5278909367,川宇連ハナノキ自生地
34.5952133528,137.0605909824,144.5298056689,初立池公園
34.5951397039,137.0605466890,144.5298266877,初立池（はったちいけ）公園
34.9739477532,137.4420201618,144.5310259266,甘泉寺のコウヤマキ
34.9735707311,137.4419850111,144.5312674961,【新城設楽】甘泉寺のコウヤマキ
34.9735267742,137.4419742823,144.5312909694,甘泉寺（かんせんじ）のコウヤマキ
35.0977712814,137.5685067824,144.5331208825,福田寺のイヌグス
34.5848305515,137.0553601904,144.5334836973,ハマボウ、ハマカンゾウ
35.0980085846,137.5703396725,144.5342517869,福田寺（ふくでんじ）のイヌグス
34.8440901789,137.3185551167,144.5355523902,【東三河】御油（ごゆ）の松並木資料館
34.8438823381,137.3184291637,144.5356104484,東海道御油（ごゆ）の松並木
35.0575477094,137.5327574758,144.5361974486,設楽町立田峯小学校
34.6256068595,137.1011245251,144.5368272336,愛知みなみ農協ふれあい広場渥美店
34.6256333452,137.1012532711,144.5368992364,愛知みなみ農協　ふれあい広場 渥美店
35.0550053151,137.5347184961,144.5393812499,田峯城址（歴史の里　田峯城址）
34.8750465579,137.3568167614,144.5406942395,八所神社
34.8736111227,137.3558217287,144.5410062043,財賀寺
34.8733646635,137.3558378220,144.5411919104,財賀寺
35.1487579053,137.6313269465,144.5416564402,ホソバシャクナゲ自生地
35.0642475636,137.5488924980,144.5428932261,道の駅したら・奥三河郷土館
34.5885247322,137.0744540315,144.5443220123,ハマボウの野生地
34.6223755395,137.1089243889,144.5446184609,【東三河】渥美郷土資料館
34.8361035099,137.3246580004,144.5455160844,白井家住宅主屋
34.8200564621,137.3104273025,144.5468162345,大恩寺山門
34.6332586993,137.1230169438,144.5468400907,スイーツ＆ジェラテリア　Baroque(バロック)
34.6040358565,137.0936679840,144.5468662890,【東三河】たはら凧まつり
34.5990197732,137.0901918411,144.5479728998,渥美の森
34.8185421538,137.3117101192,144.5487942330,御津山（みとやま）
34.6540079254,137.1485567093,144.5501447174,潮干狩り場（伊川津・泉）
34.8558003426,137.3544162512,144.5526115979,四季の森
34.8555978501,137.3543572426,144.5527131344,四季の森
34.6033545205,137.1017934267,144.5530782741,皿山古窯群
34.9315899049,137.4323934317,144.5541535022,保永の三滝（やすながのさんたき）
34.8382105812,137.3396961711,144.5546522118,八幡宮本殿
34.6454447250,137.1480784583,144.5558772101,伊川津貝塚
34.8379554577,137.3415872000,144.5561691043,三河国分寺跡
34.8407188088,137.3445124912,144.5562813688,三河国分尼寺跡
34.6506382729,137.1540010236,144.5563735782,どろんこ村ファーマーズキッチン
34.8091713676,137.3137639349,144.5568769426,旧今泉医院診療棟
35.1790883648,137.6832447239,144.5570702206,豊根グリーンポート宮嶋
34.6325784995,137.1403047170,144.5595147699,デイリーパラダイス
34.8468990092,137.3598825932,144.5627721226,ぎょぎょランド
34.8468109595,137.3600864410,144.5629784894,【東三河】ぎょぎょランド
35.0874105814,137.6007647204,144.5632855992,岩古谷山（いわこやさん・いわごやさん）
35.0868482727,137.6017158625,144.5643562956,北設山岳公園岩古谷山
34.8011533405,137.3166346550,144.5645795818,【東三河】引馬神社
34.9057595818,137.4214933624,144.5647045396,砥鹿神社奥宮（本宮山）の社叢
34.8383500796,137.3550258457,144.5653873578,旧豊川電話装荷線輪用櫓
35.0481799686,137.5661873817,144.5664853795,四谷（よつや）の千枚田
35.0502645388,137.5685260831,144.5666699746,新城市四谷地区
34.6639404850,137.1828353405,144.5672877996,江比間（えひま）野外活動センター
34.9911057524,137.5114504096,144.5680367383,奥三河の民宿旅館　川合
